Distance along flowline,lon,lat,surface_height,slope_rad,slope_deg
5897.78,10.792606355861663,46.81485506095925,2565.2794369387047,0.12538060239426663,7.183779349999342
5997.68,10.793672904092187,46.81537664036365,2551.810514603602,0.14277175570461167,8.180219035547085
6097.56,10.794861051425155,46.81575427051436,2536.529475584107,0.1559801887309472,8.937006501937319
6197.52,10.79579702168163,46.81638376504712,2520.3589922242227,0.1566242373064853,8.973907767117066
6297.47,10.797047003970182,46.81665345874769,2504.945944642686,0.1430281050124975,8.194906768970041
6397.35,10.798172093355076,46.81711317306302,2491.556699637711,0.11871819894808365,6.8020517511196426
6497.27,10.799314905556063,46.81755257583125,2481.0901246782573,0.09431727802293521,5.403981965876181
6597.16,10.800552491619818,46.817846140329955,2472.637109425884,0.08934123975478314,5.11887597441548
6697.06,10.80174655984872,46.81821524183753,2463.174183849702,0.0899271401494693,5.152445594246046
6796.99,10.802746777546085,46.818796056851475,2454.60304199074,0.08550244746379955,4.898929377714764
